gene,n_variants,n_pathogenic,pct_rare,pct_lof,mean_review_stars,pct_missense,mean_gnomad_af_global_log,mean_gnomad_af_nfe_log,subtype,is_scoliosis
AIPL1,1.0,1.0,100.0,0.0,0.0,0.0,-5.303990726795114,-5.145553946808712,CONTROL,0
AKAP3,1.5,1.5,100.0,0.0,1.0,0.0,-4.656347543611603,-4.628532996851504,CONTROL,0
AKAP4,9.0,9.0,100.0,0.0,0.2222222222222222,0.0,-5.734346237411137,-5.7670105541847905,CONTROL,0
AKAP6,4.0,4.0,100.0,0.0,0.75,0.0,-5.899150059423205,-5.928083240337922,CONTROL,0
AKIP1,1.0,1.0,100.0,0.0,0.0,0.0,-6.605822428242869,-6.554988893837749,CONTROL,0
AKR1C3,2.0,2.0,100.0,0.0,1.0,0.0,-6.180418833255269,-6.339669116297847,CONTROL,0
AKR1D1,1.0,1.0,100.0,0.0,1.0,0.0,-4.121765239996969,-3.909102707281512,CONTROL,0
AKT3,3.0,1.0,100.0,0.0,0.6666666666666666,0.0,-5.4296532301647815,-5.518278617079717,CONTROL,0
ALAS2,1.0,1.0,100.0,0.0,1.0,0.0,-5.6493599425476395,-5.64954287235318,CONTROL,0
ALDH1B1,3.0,3.0,100.0,0.0,0.0,0.0,-4.5466390836293975,-4.439678841290038,CONTROL,0
ALDH4A1,1.0,1.0,100.0,0.0,1.0,0.0,-4.536048748945288,-4.413925695779604,CONTROL,0
ALKBH6,2.0,2.0,100.0,0.0,0.5,0.0,-5.686359438283965,-5.619033764029001,CONTROL,0
ALOX12,1.0,1.0,100.0,0.0,0.0,0.0,-4.285894669020903,-4.320410125255828,CONTROL,0
AMDHD2,2.0,0.0,100.0,0.0,0.5,0.0,-5.121906139464015,-5.092758647379258,CONTROL,0
AMFR,1.0,1.0,100.0,0.0,1.0,0.0,-5.505371422082589,-5.516228541994764,CONTROL,0
AMMECR1,1.0,1.0,100.0,0.0,0.0,0.0,-5.86981233231602,-5.932056569920686,CONTROL,0
ANAPC2,1.0,0.0,100.0,0.0,1.0,0.0,-5.709528381517055,-5.7525815740707404,CONTROL,0
ANG,1.0,1.0,100.0,0.0,1.0,0.0,-4.214616143475711,-4.3181018104617115,CONTROL,0
ANGPT1,2.0,2.0,100.0,0.0,0.0,0.0,-5.367583304857819,-5.321318450483425,CONTROL,0
ANGPTL8,1.0,1.0,100.0,0.0,0.0,0.0,-6.313234718889104,-6.472543909646377,CONTROL,0
ANKDD1A,1.0,0.0,100.0,0.0,1.0,0.0,-5.620926142037387,-5.773742075656144,CONTROL,0
ANKFY1,1.0,1.0,100.0,0.0,1.0,0.0,-6.308218291890764,-6.19889191887748,CONTROL,0
ANKRD13C,1.0,1.0,100.0,0.0,1.0,0.0,-4.812361443162355,-4.709605039453938,CONTROL,0
ANKRD18B,3.0,3.0,100.0,0.0,0.3333333333333333,0.0,-6.026020893935759,-6.0477467015815165,CONTROL,0
ANKRD22,1.0,1.0,100.0,0.0,1.0,0.0,-3.4279887167409075,-3.382583716922793,CONTROL,0
ANKRD27,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
ANKRD34B,1.0,1.0,100.0,0.0,0.0,0.0,-3.631114677105062,-3.687248943620488,CONTROL,0
ANKRD54,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-6.954613257812956,CONTROL,0
ANO3,4.0,4.0,100.0,0.0,0.25,0.0,-4.527791650091624,-4.5610845501132244,CONTROL,0
ANO9,4.0,4.0,100.0,0.0,0.6333333333333333,0.0,-6.241853827894767,-6.193376855307256,CONTROL,0
AP1M2,1.5,1.0,100.0,0.0,0.0,0.0,-5.779849203179662,-5.726260022585125,CONTROL,0
AP2A2,1.0,1.0,100.0,0.0,0.0,0.0,-6.728153704431497,-6.769360851670473,CONTROL,0
AP2M1,1.0,1.0,100.0,0.0,2.0,100.0,-5.673454256560828,-5.716882371114306,CONTROL,0
AP2S1,3.0,2.0,100.0,0.0,0.6666666666666666,0.0,-6.35828457473312,-6.32472557595736,CONTROL,0
AP5B1,1.0,1.0,100.0,0.0,1.0,0.0,-7.0,-7.0,CONTROL,0
APH1B,1.0,1.0,100.0,0.0,1.0,0.0,-5.529201096066198,-5.200310714306978,CONTROL,0
APLN,1.0,0.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
APOBEC3A,1.0,0.0,100.0,0.0,1.0,0.0,-6.990226175660209,-6.924920593611048,CONTROL,0
APOC1,1.0,1.0,100.0,0.0,1.0,0.0,-6.836858793262243,-6.882398128221958,CONTROL,0
APOC3,2.0,2.0,100.0,0.0,0.0,100.0,-5.891551957468764,-5.944436019712663,CONTROL,0
AQP3,1.0,1.0,100.0,0.0,0.0,0.0,-6.867914888470794,-7.0,CONTROL,0
ARAF,1.0,0.5,100.0,0.0,0.5,0.0,-5.294649254871098,-5.143849967371555,CONTROL,0
ARFIP2,1.0,1.0,100.0,0.0,1.0,0.0,-6.602156104750069,-6.77059634389791,CONTROL,0
ARHGAP4,24.0,23.0,100.0,0.0,0.6666666666666666,0.0,-5.766533108947645,-5.738016403085967,CONTROL,0
ARHGDIG,1.0,1.0,100.0,0.0,1.0,0.0,-5.648563819386641,-5.726712133337603,CONTROL,0
ARHGEF35,1.0,1.0,100.0,0.0,1.0,0.0,-5.603919646401715,-5.504703243510191,CONTROL,0
ARHGEF39,1.0,1.0,100.0,0.0,0.0,0.0,-6.506007797041262,-6.522787330135917,CONTROL,0
ARID3A,1.0,1.0,100.0,0.0,1.0,0.0,-5.372082637475515,-5.420436288994193,CONTROL,0
ARID3B,3.0,2.0,100.0,0.0,0.6666666666666666,0.0,-5.829554069584397,-5.883103177798386,CONTROL,0
ARL10,20.0,20.0,100.0,0.0,0.45,0.0,-5.960129249830009,-5.919525276996754,CONTROL,0
ARL14EP,3.0,3.0,100.0,0.0,0.3333333333333333,0.0,-5.736060908294664,-5.678925617621818,CONTROL,0
ARL2,1.0,1.0,100.0,0.0,0.0,0.0,-5.521283165136277,-5.5186029381832435,CONTROL,0
ARL2BP,1.0,1.0,100.0,0.0,0.0,0.0,-6.023461079959341,-6.047902977120861,CONTROL,0
ARMCX5-GPRASP2,1.0,1.0,100.0,0.0,0.0,0.0,-4.6185540677253405,-4.730656098462681,CONTROL,0
ARRDC1,44.0,39.0,100.0,0.0,0.8409090909090909,0.0,-5.895381568329689,-5.898069248545786,CONTROL,0
ASAH1,3.0,2.0,100.0,0.0,0.3333333333333333,0.0,-5.32787772421844,-5.2477034032423955,CONTROL,0
ASAH1-AS1,2.0,2.0,100.0,0.0,0.0,0.0,-5.78937428539856,-5.752719204835193,CONTROL,0
ASB6,2.0,2.0,100.0,0.0,1.0,0.0,-4.665914189197251,-4.54149347538302,CONTROL,0
ASCL2,4.0,3.0,100.0,0.0,0.25,0.0,-5.46527146644591,-5.397313286937098,CONTROL,0
ASCL5,1.0,0.0,100.0,0.0,1.0,100.0,-5.5511262449848955,-5.5161848850765995,CONTROL,0
ASPA,6.0,4.0,100.0,0.0,0.5,0.0,-5.868386688052069,-5.9343041394898615,CONTROL,0
ASPM,2.0,1.0,100.0,0.0,0.5,0.0,-6.099775858037001,-6.050724412696576,CONTROL,0
ATOH8,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
ATP10B,1.0,1.0,100.0,0.0,0.0,0.0,-6.495774054372613,-6.4698047553654074,CONTROL,0
ATP13A1,1.0,1.0,100.0,0.0,1.0,0.0,-6.6136773513355935,-6.63440638706997,CONTROL,0
ATP13A3,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
ATP13A4,1.0,1.0,100.0,0.0,1.0,0.0,-7.0,-7.0,CONTROL,0
ATP5PO,7.0,6.0,100.0,0.0,0.5714285714285714,0.0,-5.969354077070003,-5.8993162096722,CONTROL,0
ATP6AP1-DT,1.0,1.0,100.0,0.0,1.0,0.0,-5.23763920741841,-5.196269280902207,CONTROL,0
AUP1,1.0,0.0,100.0,0.0,0.0,0.0,-5.7822528020607775,-5.812602028645101,CONTROL,0
B4GALT3,1.0,1.0,100.0,100.0,1.0,0.0,-5.9519944616708935,-5.75597440047872,CONTROL,0
B4GALT7,5.0,3.0,100.0,0.0,0.8,0.0,-5.342513950030006,-5.319069055504874,CONTROL,0
BAG1,1.0,0.0,100.0,0.0,1.0,0.0,-7.0,-7.0,CONTROL,0
BAG5,6.0,3.0,100.0,83.33333333333334,0.5,0.0,-5.9520997631196435,-5.950590300279515,CONTROL,0
BAZ1A,2.0,2.0,100.0,0.0,0.5,0.0,-5.593460302851398,-5.605876485703737,CONTROL,0
BBOF1,1.0,1.0,100.0,0.0,0.0,0.0,-5.163854795960038,-5.252685174683661,CONTROL,0
BBS4,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
BCR,10.0,10.0,100.0,0.0,0.7,0.0,-5.761766762939045,-5.798898665059203,CONTROL,0
BDH1,33.0,31.0,100.0,0.0,0.3939393939393939,0.0,-5.706504543494109,-5.70540836248503,CONTROL,0
BEAN1,1.0,1.0,100.0,0.0,1.0,0.0,-5.92707869396214,-5.885967590328528,CONTROL,0
BECN2,1.0,1.0,100.0,0.0,0.0,0.0,-3.948871097378673,-3.981315467545776,CONTROL,0
BEST2,4.0,3.0,100.0,0.0,0.5,0.0,-5.447378652142678,-5.440630271050084,CONTROL,0
BGN,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
BLK,9.0,9.0,100.0,0.0,0.75,0.0,-4.9919586469996275,-5.061413484479688,CONTROL,0
BLK-AS1,2.0,2.0,100.0,0.0,0.0,0.0,-7.0,-6.999824273402265,CONTROL,0
BLOC1S5,3.0,2.0,100.0,0.0,0.3333333333333333,0.0,-5.238723585056305,-5.319084919624966,CONTROL,0
BMP2K,1.5,1.5,100.0,0.0,0.0,0.0,-4.820059105755714,-4.767045644553069,CONTROL,0
BMP6,1.0,1.0,100.0,0.0,1.0,0.0,-7.0,-7.0,CONTROL,0
BMX,1.0,1.0,100.0,0.0,0.0,0.0,-7.0,-7.0,CONTROL,0
BRMS1L,3.0,3.0,100.0,0.0,0.3333333333333333,0.0,-6.351161077762893,-6.348557791153442,CONTROL,0
BSPH1,1.0,1.0,100.0,0.0,0.0,0.0,-5.648630919983707,-5.703031284547526,CONTROL,0
C11orf21,1.0,1.0,100.0,0.0,0.0,0.0,-5.867984977177679,-5.752570252680229,CONTROL,0
C11orf71,1.0,1.0,100.0,0.0,1.0,0.0,-5.033444231361452,-5.210940482612215,CONTROL,0
C15orf40,1.0,1.0,100.0,0.0,1.0,0.0,-7.0,-7.0,CONTROL,0
C16orf96,1.0,1.0,100.0,0.0,0.0,0.0,-4.469250583647431,-4.449344821958307,CONTROL,0
